,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
1779,"204 Acorn Ter, Mays Landing, NJ, 08330",for_sale,285000,3,2,1,0.22,0.22,204 Acorn Ter,Mays Landing,New Jersey,8330,2098,5/16/11,2011,14020,0.376747504,32.25057061,2.815905849,0.332881598,4.894008559,0.196291013,50.9350214,0.624750357,0.365263909,2.371041369
1780,"204 Analomink St, East Stroudsburg, PA, 18301",for_sale,349900,4,3,1,0.3,0.3,204 Analomink St,East Stroudsburg,Pennsylvania,18301,2391,6/18/12,2012,11280,0.357535461,32.93466312,2.604698582,0.318262411,5.246010638,0.122340426,52.12606383,0.648049645,0.354609929,2.381205674
1781,"204 Buckingham Ct, Williamstown, NJ, 08094",for_sale,594900,5,3,1,0.38,0.38,204 Buckingham Ct,Williamstown,New Jersey,8094,4045,6/23/14,2014,18840,0.376273885,38.27298301,2.688906582,0.357749469,5.94485138,0.101380042,59.3111465,0.658704883,0.406581741,2.609872611
1782,"2041 Windrow Dr Unit 2041, Princeton, NJ, 08540",for_sale,250000,1,2,0,0.01,0,2041 Windrow Dr Unit 2041,Princeton,New Jersey,8540,1213,10/2/13,2013,20010,1.479310345,160.0309845,4.947976012,0.397801099,42.61449275,0.044977511,202.501949,0.690154923,0.533233383,3.725637181
1783,"2042 Windrow Dr, Princeton, NJ, 08540",for_sale,345000,1,2,1,NA,0,2042 Windrow Dr,Princeton,New Jersey,8540,1263,6/6/13,2013,20010,1.479310345,160.0309845,4.947976012,0.397801099,42.61449275,0.044977511,202.501949,0.690154923,0.533233383,3.725637181
1784,"2043 S Hemberger St, Philadelphia, PA, 19145",for_sale,168000,3,2,0,0.02,0,2043 S Hemberger St,Philadelphia,Pennsylvania,19145,1120,11/14/14,2014,21290,0.275199624,26.14645373,1.119868483,0.170502583,4.283043682,0.076092062,42.15519023,0.62987318,0.190699859,2.02066698
1785,"2044 Brookewood Dr, Toms River, NJ, 08755",for_sale,799900,4,3,1,0.28,0.28,2044 Brookewood Dr,Toms River,New Jersey,8755,2800,4/3/13,2013,12560,0.310270701,50.79697452,3.188136943,0.329617834,9.814410828,0.085191083,72.62643312,0.539808917,0.40843949,2.738853503
1786,"2044 Manchester Rd, Glastonbury, CT, 06033",for_sale,179900,1,1,1,0.13,0.13,2044 Manchester Rd,Glastonbury,Connecticut,6033,828,12/1/14,2014,14160,0.418785311,99.80303672,3.608757062,0.425141243,22.74781073,0.046610169,127.1867938,0.596045198,0.543785311,3.411016949
1787,"2046 S Alden St, Philadelphia, PA, 19143",for_sale,125000,3,1,0,0.02,0,2046 S Alden St,Philadelphia,Pennsylvania,19143,1109,4/11/13,2013,28030,0.26992508,16.96421691,0.530788441,0.09882269,2.307955762,0.100963254,31.17056725,0.728505173,0.115590439,1.7210132
1788,"205 Chaffinch Island Rd, Guilford, CT, 06437",for_sale,425000,4,3,1,1.33,1.33,205 Chaffinch Island Rd,Guilford,Connecticut,6437,1277,9/16/11,2011,10925,0.481647597,83.74114416,5.269290618,0.455560641,18.16576659,0.08201373,112.6046682,0.584530892,0.5602746,3.194965675
1789,"205 E 59th St Apt 10C, New York City, NY, 10022",for_sale,2200000,2,2,0,NA,0,205 E 59th St Apt 10C,New York City,New York,10022,1314,7/7/14,2014,20130,7.518579235,432.8769995,4.229309488,0.354197715,116.1213115,0.026328862,612.274615,0.229508197,0.406358669,4.048186786
1790,"205 E 68th St Unit T5C, Manhattan, NY, 10065",for_sale,625000,0,1,0,NA,0,205 E 68th St Unit T5C,Manhattan,New York,10065,435,6/27/14,2014,15890,2.287287602,381.8811831,3.493266205,0.265575834,111.4756451,0.028319698,480.1066079,0.27942102,0.317180617,3.872246696
1791,"205 Heather Croft Unit 205, Egg Harbor Township, NJ, 08234",for_sale,114999,2,1,0,NA,0,205 Heather Croft Unit 205,Egg Harbor Township,New Jersey,8234,944,8/28/13,2013,22040,0.382259528,35.25272232,2.76238657,0.339836661,5.591742287,0.141107078,55.57935572,0.698729583,0.38384755,2.462794918
1792,"205 Laurel Ave, Kearny, NJ, 07032",for_sale,455000,3,2,1,0.05,0.05,205 Laurel Ave,Kearny,New Jersey,7032,1344,11/18/14,2014,18670,0.3126406,30.30391002,1.249169791,0.169791109,4.730905196,0.07498661,48.26325656,0.612747724,0.217461168,2.256561328
1793,"205 Pratt Ct, Sewell, NJ, 08080",for_sale,179900,2,2,1,NA,0,205 Pratt Ct,Sewell,New Jersey,8080,1146,5/21/10,2010,18103,0.535436116,51.71231288,4.525658731,0.471855494,9.474396509,0.143898801,75.92045517,0.682207369,0.538916202,2.898027951
1794,"205 Summit Rd, Mount Laurel, NJ, 08054",for_sale,799000,5,5,1,0.49,0.49,205 Summit Rd,Mount Laurel,New Jersey,8054,4512,4/23/14,2014,22700,0.395374449,65.24713656,3.20185022,0.398237885,13.1969163,0.055947137,88.23400881,0.525991189,0.481938326,3.04185022
1795,"205 W 76th St Apt 401, New York City, NY, 10023",for_sale,2750000,2,2,0,NA,0,205 W 76th St Apt 401,New York City,New York,10023,1307,10/16/13,2013,33900,1.674277286,254.5364897,3.826076696,0.309144543,75.89165192,0.054277286,315.8965487,0.279941003,0.351622419,3.781710914
1796,"205 W End Ave Apt 29T, New York, NY, 10023",for_sale,750000,1,1,0,NA,0,205 W End Ave Apt 29T,New York,New York,10023,685,8/8/14,2014,33720,1.890480427,303.4244958,3.651304864,0.305753262,89.51209964,0.040332147,367.6887604,0.284104389,0.349644128,3.885527877
1797,"205 Water St Apt 3C, New York City, NY, 11201",for_sale,1950000,2,2,0,NA,0,205 Water St Apt 3C,New York City,New York,11201,1315,6/7/12,2012,29840,0.671581769,124.0852882,3.893733244,0.271782842,30.75549598,0.067359249,157.8327078,0.328418231,0.28652815,3.375335121
1798,"2054 E 58th St Unit 132E, Brooklyn, NY, 11234",for_sale,274000,2,1,0,NA,0,2054 E 58th St Unit 132E,Brooklyn,New York,11234,850,9/21/10,2010,40088,0.45035921,34.61811515,3.658626023,0.290111754,5.826182399,0.102624227,56.31256236,0.647101377,0.327753941,2.447440631
1799,"2056 5th Ave Apt 2A, Manhattan, NY, 10035",for_sale,1250000,2,3,0,NA,0,2056 5th Ave Apt 2A,Manhattan,New York,10035,1500,1/7/13,2013,15360,0.243489583,23.80664063,0.810611979,0.075520833,4.073958333,0.081380208,39.26764323,0.682942708,0.072916667,1.905598958
1800,"206 21st St Apt 3B, Brooklyn, NY, 11232",for_sale,560000,2,2,0,NA,0,206 21st St Apt 3B,Brooklyn,New York,11232,650,8/22/12,2012,12290,0.205858421,18.69780309,0.681611066,0.063466233,2.798372661,0.083807974,33.07689178,0.690805533,0.072416599,1.773799837
1801,"206 E 95th St Apt 5A, New York, NY, 10128",for_sale,599000,1,1,0,0.12,0,206 E 95th St Apt 5A,New York,New York,10128,706,9/18/13,2013,32510,2.053060597,257.6282067,3.500984313,0.250692095,71.57185481,0.047677638,332.870163,0.324515534,0.282682252,3.543217472
1802,"206 Haws Ln, Flourtown, PA, 19031",for_sale,479900,4,3,1,0.33,0.33,206 Haws Ln,Flourtown,Pennsylvania,19031,1718,12/2/14,2014,2270,0.374449339,106.1436123,3.501321586,0.383259912,25.26651982,0.044052863,132.4502203,0.524229075,0.484581498,3.140969163
1803,"206 Oreland Mill Rd, Oreland, PA, 19075",for_sale,425000,1,1,1,0.17,0.17,206 Oreland Mill Rd,Oreland,Pennsylvania,19075,1838,4/5/12,2012,3710,0.399730458,55.07331536,3.722102426,0.433962264,9.752560647,0.078167116,77.67412399,0.60916442,0.517520216,3.026954178
1804,"206 Price Ave Apt 2, Narberth, PA, 19072",for_sale,975000,3,3,0,NA,0,206 Price Ave Apt 2,Narberth,Pennsylvania,19072,2566,11/3/14,2014,4840,0.616735537,153.3811983,4.612396694,0.386363636,39.01301653,0.02892562,184.2768595,0.590909091,0.510330579,3.590909091
1805,"206 Regina St, Iselin, NJ, 08830",for_sale,415000,3,2,1,0.12,0.12,206 Regina St,Iselin,New Jersey,8830,997,2/2/11,2011,9722,0.499588562,41.36587122,2.566961531,0.275149146,6.65850648,0.10172805,60.87986011,0.622917095,0.334499074,2.659637935
1806,"206 Reservoir Ave, Randolph, NJ, 07869",for_sale,599000,4,3,0,0.7,0,206 Reservoir Ave,Randolph,New Jersey,7869,2144,12/18/13,2013,12180,0.495073892,98.22052545,4.764121511,0.409688013,23.04893268,0.073070608,128.3336617,0.721674877,0.498357964,3.408045977
1807,"206 School St, Pawtucket, RI, 02860",for_sale,199900,3,2,1,NA,0,206 School St,Pawtucket,Rhode Island,2860,1150,10/1/10,2010,20398,0.312285518,19.20555937,1.158839102,0.144425924,2.688351799,0.168300819,33.84895578,0.609324444,0.156387881,1.798460633
1808,"206 W Gilbert Rd, Southbury, CT, 06488",for_sale,895000,2,2,1,1.25,1.25,206 W Gilbert Rd,Southbury,Connecticut,6488,1412,12/23/11,2011,9884,0.369587212,67.52407932,4.404593282,0.40368272,13.3791987,0.081950627,92.91744233,0.512242007,0.51315257,2.991299069
1809,"2062 W Shore Rd, Isle La Motte, VT, 05463",for_sale,749000,2,1,1,50,50,2062 W Shore Rd,Isle La Motte,Vermont,5463,840,12/16/11,2011,268,0.23880709,24.8358209,2.261195149,0.298508582,3.313432836,0.175374254,41.02238806,0.376866418,0.324627612,2.138059701
1810,"207 Cavell St, Roselle, NJ, 07203",for_sale,120000,3,1,1,0.11,0.11,207 Cavell St,Roselle,New Jersey,7203,829,10/7/13,2013,10810,0.344588344,25.76679001,1.739407956,0.244218316,3.695837188,0.100832562,44.26679001,0.655874191,0.289546716,2.198889917
1811,"207 S Grove Ave, National Park, NJ, 08063",for_sale,148000,3,2,1,0.11,0.11,207 S Grove Ave,National Park,New Jersey,8063,1338,5/13/13,2013,1430,0.363636364,30.9951049,1.799300699,0.328671329,4.273426573,0.13986014,49.14265734,0.587412587,0.377622378,2.405594406
1812,"207 Woodland Ave, Yonkers, NY, 10703",for_sale,575000,4,2,1,0.06,0.06,207 Woodland Ave,Yonkers,New York,10703,1280,3/14/11,2011,10075,0.362580645,30.34640199,2.154640199,0.221637717,4.701637717,0.099057082,49.32208437,0.676129032,0.261439206,2.333300248
1813,"2074 Gerritsen Ave, Brooklyn, NY, 11229",for_sale,779000,3,2,1,0.02,0.02,2074 Gerritsen Ave,Brooklyn,New York,11229,1088,10/21/11,2011,33981,0.331037933,33.25066949,1.936199641,0.185574292,5.843471352,0.089932609,52.62879256,0.660781025,0.221653277,2.291751273
1814,"208 Chelsea Ave, Glenside, PA, 19038",for_sale,405000,3,2,1,0.25,0.25,208 Chelsea Ave,Glenside,Pennsylvania,19038,1408,8/15/14,2014,15270,0.439751146,65.36856582,3.175180092,0.402750491,13.15003274,0.05697446,89.64590701,0.592010478,0.472822528,2.98297315
1815,"208 E 84th St Apt 5D, New York, NY, 10028",for_sale,399000,1,1,0,NA,0,208 E 84th St Apt 5D,New York,New York,10028,550,8/13/13,2013,25370,2.299290501,283.7020102,3.70748916,0.2798581,84.38123768,0.043358297,353.5832085,0.30035475,0.313756405,3.705557745
1816,"208 Ivy Rd, Edgewater Park, NJ, 08010",for_sale,209900,3,1,1,0.23,0.23,208 Ivy Rd,Edgewater Park,New Jersey,8010,946,6/21/12,2012,5460,0.315750916,28.50750916,1.987545788,0.274725275,4.126556777,0.141025641,45.94450549,0.587912088,0.318681319,2.243589744
1817,"208 Maria Elena Dr, Mullica Hill, NJ, 08062",for_sale,725000,5,4,1,1.02,1.02,208 Maria Elena Dr,Mullica Hill,New Jersey,8062,4684,10/12/11,2011,7126,0.551501544,68.77238282,5.8586865,0.484002245,13.98231827,0.120965479,97.37356161,0.870614651,0.547852933,3.187201796
1818,"208 Midwood St, New York City, NY, 11225",for_sale,2195000,4,2,1,0.05,0.05,208 Midwood St,New York City,New York,11225,2645,6/15/11,2011,29213,0.31684524,21.87265943,0.89388286,0.0753774,3.286413583,0.102659778,37.48550303,0.642077157,0.081539041,1.912299319
1819,"208 Sparrow Dr, Hamilton, NJ, 08690",for_sale,379900,2,2,1,0.26,0.26,208 Sparrow Dr,Hamilton,New Jersey,8690,1749,1/8/10,2010,10298,0.442416003,49.32977277,4.152262575,0.434744611,8.317828705,0.111866382,71.57554865,0.516993591,0.53660905,2.962808312
1820,"2080 Barnes Ave Apt 5A, Bronx, NY, 10462",for_sale,159900,1,1,0,NA,0,2080 Barnes Ave Apt 5A,Bronx,New York,10462,850,11/21/13,2013,38370,0.315376596,22.58206932,0.563252541,0.077925463,3.154704196,0.0758405,38.64798019,0.709929633,0.076882981,2.020849622
1821,"2086 E Susquehanna Ave, Philadelphia, PA, 19125",for_sale,525000,3,3,0,0.02,0,2086 E Susquehanna Ave,Philadelphia,Pennsylvania,19125,1626,12/12/13,2013,10720,0.273973881,29.80652985,1.523041045,0.220149254,4.666231343,0.089552239,44.98815299,0.47108209,0.223880597,2.190298507
1822,"209-10 41 Ave Unit 3L, Bayside, NY, 11361",for_sale,299000,2,1,0,NA,0,209-10 41 Ave Unit 3L,Bayside,New York,11361,850,3/16/12,2012,13420,0.289493294,41.12354694,2.642324888,0.24366617,7.364157973,0.070044709,62.0509687,0.571535022,0.294336811,2.581222057
1823,"209 Adams St Apt 4, Hoboken, NJ, 07030",for_sale,499000,2,1,0,NA,0,209 Adams St Apt 4,Hoboken,New Jersey,7030,800,9/14/11,2011,28191,0.415167961,98.39030187,4.121067007,0.252456458,23.46422617,0.084388635,122.8593168,0.261608315,0.27718066,3.454258451
1824,"209 Blatchley Ave, New Haven, CT, 06513",for_sale,335900,7,3,1,0.23,0.23,209 Blatchley Ave,New Haven,Connecticut,6513,2679,3/18/13,2013,16470,0.291742562,20.28755313,1.116150577,0.171827565,2.82568306,0.134183364,36.20054645,0.78202793,0.187006679,1.907103825
1825,"209 Castle Pine Dr, Egg Harbor Township, NJ, 08234",for_sale,599900,3,3,1,0.34,0.34,209 Castle Pine Dr,Egg Harbor Township,New Jersey,8234,2342,10/17/11,2011,21434,0.414808249,34.64966875,3.491928711,0.378790706,5.452038817,0.193850891,55.26924512,0.720164225,0.421199963,2.463749184
1826,"209 Lafayette Ave, Chatham Township, NJ, 07928",for_sale,1795000,7,6,1,0.79,0.79,209 Lafayette Ave,Chatham Township,New Jersey,7928,6000,5/27/11,2011,8815,0.713102666,179.7911514,8.274305162,0.472376631,48.68984685,0.072263188,229.3925128,0.832217811,0.612932501,3.806352808
1827,"209 W 104th St Apt 5G, New York City, NY, 10025",for_sale,550000,0,1,0,NA,0,209 W 104th St Apt 5G,New York City,New York,10025,455,4/14/10,2010,47834,0.489839863,85.94211231,3.19417151,0.211335034,21.27860936,0.091566668,114.1785341,0.367458293,0.232867835,2.856064724
1828,"209 Westchester Ave, Mount Vernon, NY, 10552",for_sale,525000,3,3,1,0.11,0.11,209 Westchester Ave,Mount Vernon,New York,10552,2000,7/9/14,2014,10690,0.283255379,52.28559401,2.480916745,0.290926099,10.15060804,0.059869036,74.6707203,0.497661366,0.32647334,2.818521983
1829,"2091 Pickwick St, Philadelphia, PA, 19134",for_sale,199900,3,2,0,0.02,0,2091 Pickwick St,Philadelphia,Pennsylvania,19134,950,5/14/10,2010,23338,0.261162058,12.48543149,0.50372783,0.085954242,1.495072414,0.15446911,25.66543834,0.780401067,0.092424377,1.547090582
1830,"21-16 Greene Ave Unit 2A, Ridgewood, NY, 11385",for_sale,439000,1,1,0,NA,0,21-16 Greene Ave Unit 2A,Ridgewood,New York,11385,593,10/18/12,2012,47040,0.308312075,22.94266582,1.00994898,0.103103741,3.253635204,0.101828231,39.37172619,0.669855442,0.123086735,2.026147959
1831,"21-85 34th Ave Unit 8A, Queens, NY, 11106",for_sale,439000,1,1,0,NA,0,21-85 34th Ave Unit 8A,Queens,New York,11106,700,11/22/13,2013,21910,0.185394797,32.3665906,0.517298037,0.064810589,5.458785942,0.069831127,47.340712,0.408032862,0.079872204,2.243267914
1832,"21 Astor Pl Apt 2G, New York, NY, 10003",for_sale,3950000,2,3,0,NA,0,21 Astor Pl Apt 2G,New York,New York,10003,1800,10/15/13,2013,29340,1.486946149,169.8871166,2.846796183,0.235514656,47.34778459,0.049761418,209.104499,0.163599182,0.261077028,3.53135651
1833,"21 Bellevue Ave, Pitman, NJ, 08071",for_sale,234999,3,2,1,0.17,0.17,21 Bellevue Ave,Pitman,New Jersey,8071,1326,4/30/10,2010,4625,0.542486486,39.02983784,2.908324324,0.37772973,6.079351351,0.150702724,58.90659459,0.583135135,0.458594595,2.601081081
1834,"21 Blaine Ave Unit 16, Seaside Heights, NJ, 08751",for_sale,899999,5,6,0,NA,0,21 Blaine Ave Unit 16,Seaside Heights,New Jersey,8751,2960,7/7/10,2010,1931,0.195235681,27.71051269,2.092180218,0.228896945,4.768513723,0.175038944,44.59761781,0.410668099,0.316934231,2.087001554
1835,"21 Bloomfield Dr, Westampton, NJ, 08060",for_sale,3.00E+05,4,2,1,0.23,0.23,21 Bloomfield Dr,Westampton,New Jersey,8060,1747,1/25/11,2011,11974,0.439786203,38.30382495,3.516619342,0.376732921,6.053532654,0.143644572,58.44980792,0.637882078,0.415316519,2.588775681
1836,"21 Buck Dr, Galloway Township, NJ, 08205",for_sale,385000,4,3,1,0.18,0.18,21 Buck Dr,Galloway Township,New Jersey,8205,2312,11/29/12,2012,14300,0.371538462,34.92958042,2.559440559,0.32027972,5.673076923,0.231468531,54.57846154,0.61048951,0.367832168,2.377622378
1837,"21 Buckingham Dr, Berlin, NJ, 08009",for_sale,525000,4,3,1,0.28,0.28,21 Buckingham Dr,Berlin,New Jersey,8009,3709,1/4/11,2011,6517,0.39466012,40.12336965,3.550866963,0.424121528,6.557925426,0.173546126,61.11723186,0.577259475,0.483965015,2.646156207
1838,"21 Canterbury Ln Unit 21, New Milford, NJ, 07646",for_sale,530000,2,3,0,0.02,0,21 Canterbury Ln Unit 21,New Milford,New Jersey,7646,1688,7/6/10,2010,8021,0.430744296,45.32240369,3.979553672,0.341229273,7.756888169,0.134646553,68.31355193,0.584091759,0.434359806,2.8390475
1839,"21 Cianci Rd, New Britain, CT, 06053",for_sale,205000,3,2,1,0.15,0.15,21 Cianci Rd,New Britain,Connecticut,6053,1254,5/12/10,2010,15165,0.354434553,23.43356413,1.471150676,0.217144741,3.141839763,0.194263112,38.92568414,0.52311243,0.253214639,2.034091658
1840,"21 Clark St, Summit, NJ, 07901",for_sale,699900,3,2,1,0.15,0.15,21 Clark St,Summit,New Jersey,7901,2300,6/17/13,2013,10850,1.11124424,223.1079263,5.93078341,0.366820276,66.29870968,0.053456221,273.0420276,0.776036866,0.483870968,3.559447005
1841,"21 Cornell Pl, Staten Island, NY, 10304",for_sale,659000,3,3,1,0.11,0.11,21 Cornell Pl,Staten Island,New York,10304,1692,7/17/13,2013,18950,0.326015831,41.61419525,2.58474934,0.222163588,8.700263852,0.06701847,63.49372032,0.75408971,0.256992084,2.307651715
1842,"21 Crowninshield Rd Unit 21, Brookline, MA, 02446",for_sale,2150000,3,4,0,NA,0,21 Crowninshield Rd Unit 21,Brookline,Massachusetts,2446,1897,11/17/14,2014,14530,0.795526497,114.4028217,2.61431521,0.222986924,26.53757743,0.030282175,138.0622161,0.33172746,0.303509979,3.336545079
1843,"21 Delbon Ln, Avon, CT, 06001",for_sale,379900,3,2,1,0.42,0.42,21 Delbon Ln,Avon,Connecticut,6001,1650,5/1/13,2013,9250,0.693513514,135.6398919,4.707243243,0.450810811,35.28075676,0.052972973,169.1938378,0.632432432,0.580540541,3.545945946
1844,"21 Doe Farm Ln, Newmarket, NH, 03857",for_sale,439000,2,2,1,2.85,2.85,21 Doe Farm Ln,Newmarket,New Hampshire,3857,1448,7/30/12,2012,4820,0.335684647,41.51493776,2.31846473,0.257261411,6.859751037,0.064315353,58.78257261,0.421161826,0.290456432,2.51659751
1845,"21 Double Woods Rd, Sicklerville, NJ, 08081",for_sale,479900,3,3,1,0.24,0.24,21 Double Woods Rd,Sicklerville,New Jersey,8081,2355,4/29/13,2013,23080,0.427339688,39.15476603,3.073266898,0.406845754,6.202079723,0.109185442,60.67551993,0.747400347,0.440207972,2.646013865
1846,"21 Dube Ln, Eagle Lake, ME, 04739",for_sale,375000,2,2,1,0.21,0.21,21 Dube Ln,Eagle Lake,Maine,4739,1110,10/31/11,2011,418.0001,0.277512374,23.26315257,0.736842886,0.136364561,3.320573608,0.165072688,39.84448831,0.468899888,0.174641824,1.973685174
1847,"21 E 61st St Apt 6A, Manhattan, NY, 10065",for_sale,3375000,2,2,0,NA,0,21 E 61st St Apt 6A,Manhattan,New York,10065,1125,11/25/14,2014,15890,2.287287602,381.8811831,3.493266205,0.265575834,111.4756451,0.028319698,480.1066079,0.27942102,0.317180617,3.872246696
1848,"21 Elm St, Proctor, VT, 05765",for_sale,130000,2,1,1,0.34,0.34,21 Elm St,Proctor,Vermont,5765,864,5/23/12,2012,880,0.356818182,28.75227273,1.3,0.204545455,3.918181818,0.113636364,44.45113636,0.5,0.238636364,2.272727273
1849,"21 Farley Ave, Ipswich, MA, 01938",for_sale,649000,3,2,1,0.24,0.24,21 Farley Ave,Ipswich,Massachusetts,1938,2515,1/6/10,2010,6748,0.48340249,65.16478957,5.024007113,0.407231772,13.64715471,0.097213989,89.46354475,0.523266153,0.482068761,2.887522229
1850,"21 Fresh Ponds Rd, East Brunswick, NJ, 08816",for_sale,1349000,5,4,1,5,5,21 Fresh Ponds Rd,East Brunswick,New Jersey,8816,4300,9/16/13,2013,23130,0.523735409,71.67310852,3.436532642,0.387808042,15.51781236,0.079118029,98.22658885,0.690877648,0.496757458,3.085170774
1851,"21 Gardners Ln, Ansonia, CT, 06401",for_sale,245000,3,1,1,0.17,0.17,21 Gardners Ln,Ansonia,Connecticut,6401,1000,6/7/13,2013,9130,0.316648412,29.35235487,1.71237678,0.246440307,4.251150055,0.141292442,46.55783133,0.572836802,0.285870756,2.283680175
1852,"21 Grove Point Rd, Westport, CT, 06880",for_sale,2600000,5,5,1,0.66,0.66,21 Grove Point Rd,Westport,Connecticut,6880,5077,4/30/10,2010,12288,2.031005859,271.4484863,11.61051432,0.467447917,77.06176758,0.069824219,336.4719238,0.771565755,0.599365234,3.734863281
1853,"21 Haines Mill Rd, Delran, NJ, 08075",for_sale,349900,4,2,1,0.23,0.23,21 Haines Mill Rd,Delran,New Jersey,8075,1736,5/30/14,2014,14470,0.345473393,39.78147892,2.314927436,0.326192122,6.366966137,0.08016586,59.77581202,0.588804423,0.384243262,2.601243953
1854,"21 Hazelwood Dr, Southington, CT, 06489",for_sale,469900,4,3,1,0.52,0.52,21 Hazelwood Dr,Southington,Connecticut,6489,2370,12/13/10,2010,15985,0.467625899,49.74626212,3.881263685,0.406193306,8.78010635,0.134000626,71.24723178,0.55877385,0.480012512,2.824898342
1855,"21 Highland Ave, Seymour, CT, 06483",for_sale,269900,4,1,1,0.58,0.58,21 Highland Ave,Seymour,Connecticut,6483,1159,9/10/12,2012,8270,0.3547763,41.53579202,3.205562273,0.379685611,6.718016929,0.149939541,62.02781137,0.53808948,0.430471584,2.69407497
1856,"21 Ives Rd, Goshen, CT, 06756",for_sale,3.00E+06,4,3,1,96.63,96.63,21 Ives Rd,Goshen,Connecticut,6756,2900,1/17/12,2012,1460,0.461643836,65.64931507,3.651369863,0.410958904,13.16438356,0.102739726,90.9369863,0.5,0.493150685,2.97260274
1857,"21 Juliana Dr, Pittsfield, MA, 01201",for_sale,629900,4,3,1,0.46,0.46,21 Juliana Dr,Pittsfield,Massachusetts,1201,2908,12/1/10,2010,21822,0.354458803,30.32444322,1.755292824,0.242874164,4.800155806,0.11612135,46.5146641,0.487443864,0.280313445,2.166895793
1858,"21 Kenyon Ave, Pawtucket, RI, 02861",for_sale,519900,12,5,1,0.07,0.07,21 Kenyon Ave,Pawtucket,Rhode Island,2861,6184,2/28/11,2011,13250,0.315471698,25.78558491,1.949207547,0.249509434,3.626264151,0.154264158,41.87562264,0.518490566,0.275396226,2.121735849
1859,"21 Lee Ave, Monroe, NY, 10950",for_sale,895000,4,2,1,0.4,0.4,21 Lee Ave,Monroe,New York,10950,2100,1/8/13,2013,16850,0.397982196,42.91103858,3.041602374,0.334124629,7.809436202,0.052225519,68.11608309,1.36735905,0.383976261,2.630267062
1860,"21 Michelle Ln Unit 21, Stonington, CT, 06355",for_sale,537000,3,3,0,NA,0,21 Michelle Ln Unit 21,Stonington,Connecticut,6355,1962,9/25/14,2014,6810,0.477239354,68.7907489,2.755066079,0.336270191,13.47694567,0.052863436,91.98707783,0.393538913,0.439060206,3.114537445
1861,"21 Mill Pond Ln Apt F, Durham, CT, 06422",for_sale,125000,1,1,0,NA,0,21 Mill Pond Ln Apt F,Durham,Connecticut,6422,754,8/23/13,2013,3640,0.524725275,77.91730769,3.799725275,0.453296703,16.62005495,0.076923077,103.8840659,0.620879121,0.546703297,3.214285714
1862,"21 Morning Glory Ln, Lakewood, NJ, 08701",for_sale,399900,2,2,1,0.11,0.11,21 Morning Glory Ln,Lakewood,New Jersey,8701,1685,9/6/13,2013,30240,0.402083333,27.00125661,1.364153439,0.170304233,4.745238095,0.087632275,51.14113757,1.731481481,0.237103175,2.105489418
1863,"21 N Roosevelt Blvd, Brigantine, NJ, 08203",for_sale,549999,4,3,1,0.11,0.11,21 N Roosevelt Blvd,Brigantine,New Jersey,8203,2184,8/7/12,2012,4970,0.240643863,38.77806841,2.707847082,0.277665996,6.754929577,0.189134809,59.23179074,0.414486922,0.3722334,2.468812877
1864,"21 Olden Rd, Edison, NJ, 08817",for_sale,574900,3,3,1,0.23,0.23,21 Olden Rd,Edison,New Jersey,8817,1742,5/14/10,2010,21813,0.491587585,41.65428873,2.702883602,0.273919222,6.730848577,0.137761885,61.77985605,0.636363636,0.32732774,2.693348003
1865,"21 Orchard Hill Rd, Branford, CT, 06405",for_sale,315000,3,2,1,0.4,0.4,21 Orchard Hill Rd,Branford,Connecticut,6405,1758,3/3/10,2010,15275,0.481309329,54.32085106,3.571129296,0.367594108,10.41178396,0.121702128,76.50474632,0.430376432,0.44405892,2.728968903
1866,"21 Pebble Beach Dr, Egg Harbor Township, NJ, 08234",for_sale,699000,4,4,1,0.34,0.34,21 Pebble Beach Dr,Egg Harbor Township,New Jersey,8234,3800,8/1/14,2014,21900,0.376894977,36.32917808,2.571643836,0.334246575,5.808767123,0.12283105,56.89844749,0.689041096,0.383561644,2.483561644
1867,"21 Plum Hl, East Lyme, CT, 06333",for_sale,729900,4,4,1,0.68,0.68,21 Plum Hl,East Lyme,Connecticut,6333,3506,7/27/12,2012,3340,0.363473054,77.36706587,4.32754491,0.434131737,16.15538922,0.092814371,103.0035928,0.661676647,0.51497006,3.218562874
1868,"21 Plymouth Dr, Marlton, NJ, 08053",for_sale,279900,3,2,1,0.33,0.33,21 Plymouth Dr,Marlton,New Jersey,8053,1278,2/27/14,2014,23670,0.38800169,62.54545839,3.143050275,0.404309252,12.06020279,0.063371356,85.69649345,0.553020701,0.47444022,3.049852134
