,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
3179,"342 E 110th St Unit 8A, Manhattan, NY, 10029",for_sale,625000,1,1,0,NA,0,342 E 110th St Unit 8A,Manhattan,New York,10029,715,2/5/10,2010,32877,0.335736229,26.93150227,0.505763908,0.042035466,5.092587523,0.110137789,42.05919032,0.600298081,0.046750008,1.803814217
3180,"3425 A St, Philadelphia, PA, 19134",for_sale,89900,3,2,0,0.03,0,3425 A St,Philadelphia,Pennsylvania,19134,1524,5/11/10,2010,23338,0.261162058,12.48543149,0.50372783,0.085954242,1.495072414,0.15446911,25.66543834,0.780401067,0.092424377,1.547090582
3181,"343 Commercial St Unit 114, Boston, MA, 02109",for_sale,4999000,4,4,0,NA,0,343 Commercial St Unit 114,Boston,Massachusetts,2109,3911,7/28/14,2014,2760,2.182246377,313.2641304,3.250724638,0.239130435,86.35688406,0.028985507,382.867029,0.195652174,0.358695652,3.862318841
3182,"343 E 74th St Apt 12G, New York, NY, 10021",for_sale,1495000,2,3,0,NA,0,343 E 74th St Apt 12G,New York,New York,10021,1300,7/12/13,2013,23860,2.45766974,382.9558676,4.184199497,0.340318525,120.5719614,0.040234702,492.2227997,0.265297569,0.375943001,3.841575859
3183,"343 E 74th St Ph 4AB, New York City, NY, 10021",for_sale,950000,3,3,0,NA,0,343 E 74th St Ph 4AB,New York City,New York,10021,2300,10/7/14,2014,24090,2.25350768,408.6125778,3.931382316,0.333333333,122.8940639,0.02864259,505.6664176,0.269821503,0.369863014,3.932337069
3184,"344 Union Ave, Bellmawr, NJ, 08031",for_sale,174900,2,1,1,0.06,0.06,344 Union Ave,Bellmawr,New Jersey,8031,1228,5/25/10,2010,5710,0.388966743,27.36042032,2.174781086,0.301050788,3.747635727,0.191943975,44.74868651,0.535551664,0.349912434,2.240980736
3185,"344 W 23rd St Apt 3B, New York, NY, 10011",for_sale,1195000,1,1,0,NA,0,344 W 23rd St Apt 3B,New York,New York,10011,850,7/22/13,2013,30420,1.269625247,196.469691,3.665614727,0.271860618,56.0622288,0.053254438,243.9987837,0.180802104,0.302103879,3.652859961
3186,"344 W 3rd St Unit 1, Boston, MA, 02127",for_sale,479000,1,1,0,0.01,0,344 W 3rd St Unit 1,Boston,Massachusetts,2127,451,2/26/13,2013,19850,0.209823678,59.67969773,2.400554156,0.236775819,11.91410579,0.058438287,75.94962217,0.234760705,0.252896725,2.898740554
3187,"3441 Midvale Ave, Philadelphia, PA, 19129",for_sale,549000,3,3,0,0.07,0,3441 Midvale Ave,Philadelphia,Pennsylvania,19129,2115,5/11/11,2011,4956,0.288337369,45.12469734,2.439870864,0.284301856,8.75645682,0.104318019,63.64991929,0.444713479,0.316182405,2.502017756
3188,"3448 Bowman St, Philadelphia, PA, 19129",for_sale,370000,3,2,0,0.05,0,3448 Bowman St,Philadelphia,Pennsylvania,19129,1183,7/2/14,2014,5130,0.313450292,49.50740741,1.885185185,0.253411306,9.47251462,0.062378168,67.94035088,0.450292398,0.280701754,2.59454191
3189,"345 Central Avenue Ave, New Bedford, MA, 02745",for_sale,298500,2,1,1,0.09,0.09,345 Central Avenue Ave,New Bedford,Massachusetts,2745,1206,6/30/10,2010,11601,0.363934152,26.47866563,2.221705025,0.255840014,3.613653995,0.187570046,42.68425136,0.509783639,0.27747608,2.166364969
3190,"345 E 50th St Apt 1B, New York, NY, 10022",for_sale,2495000,3,3,0,NA,0,345 E 50th St Apt 1B,New York,New York,10022,2877,2/10/14,2014,20130,7.518579235,432.8769995,4.229309488,0.354197715,116.1213115,0.026328862,612.274615,0.229508197,0.406358669,4.048186786
3191,"345 Union Ave Apt 1A, New York City, NY, 11211",for_sale,1200000,1,2,0,NA,0,345 Union Ave Apt 1A,New York City,New York,11211,1291,9/28/12,2012,29530,0.190314934,37.67433119,0.893667457,0.064679986,7.31479851,0.074500508,54.06024382,0.59431087,0.070098205,2.243481206
3192,"345 W 13th St Apt 2A, New York City, NY, 10014",for_sale,4750000,2,2,0,NA,0,345 W 13th St Apt 2A,New York City,New York,10014,2373,1/30/14,2014,19040,1.786764706,253.468645,2.962289916,0.213760504,74.19732143,0.035189076,302.1161765,0.158088235,0.253151261,3.847689076
3193,"345 Webster Ave Apt 1N, Brooklyn, NY, 11230",for_sale,548000,2,2,0,NA,0,345 Webster Ave Apt 1N,Brooklyn,New York,11230,975,3/20/13,2013,33900,0.37879056,40.87749263,1.247345133,0.119174041,8.949616519,0.058702065,64.23336283,0.881710914,0.151327434,2.203834808
3194,"346 Baltustrol Cir, Roslyn, NY, 11576",for_sale,2175000,4,4,1,0.12,0.12,346 Baltustrol Cir,Roslyn,New York,11576,6000,7/5/13,2013,6250,0.57488,201.052,6.56384,0.3968,58.39584,0.0336,251.66176,0.6368,0.5792,3.7808
3195,"346 Congress St Ph 3, Boston, MA, 02210",for_sale,2950000,2,3,0,0.05,0,346 Congress St Ph 3,Boston,Massachusetts,2210,2178,7/31/12,2012,1320,0.901515152,166.4772727,5.143181818,0.348484848,39.575,0.053030303,200.3643939,0.151515152,0.386363636,3.886363636
3196,"346 Congress St Unit 414, Boston, MA, 02210",for_sale,725000,1,1,0,NA,0,346 Congress St Unit 414,Boston,Massachusetts,2210,754,10/26/10,2010,1246,0.90529695,141.1292135,6.353130016,0.361155698,35.14044944,0.061798074,171.9975923,0.146067576,0.389245586,3.669341894
3197,"346 Congress St Unit 502, Boston, MA, 02210",for_sale,2749000,3,3,0,NA,0,346 Congress St Unit 502,Boston,Massachusetts,2210,1945,12/10/14,2014,1840,2.022826087,193.5701087,3.579891304,0.277173913,50.35380435,0.032608696,226.1831522,0.125,0.320652174,4.043478261
3198,"3466 Hurley St, Philadelphia, PA, 19134",for_sale,114000,2,1,0,0.02,0,3466 Hurley St,Philadelphia,Pennsylvania,19134,896,3/25/13,2013,21240,0.237288136,12.83046139,0.420480226,0.081450094,1.580696798,0.108757062,26.95127119,0.943032015,0.089453861,1.585216573
3199,"347 Doyle Ave, Providence, RI, 02906",for_sale,965000,4,4,1,0.14,0.14,347 Doyle Ave,Providence,Rhode Island,2906,2790,9/24/12,2012,11630,0.474118659,94.21246776,2.953138435,0.28116939,21.05124678,0.053310404,120.3741187,0.365434222,0.364574377,2.934651763
3200,"347 Winton St, Philadelphia, PA, 19148",for_sale,249000,2,2,0,0.02,0,347 Winton St,Philadelphia,Pennsylvania,19148,840,6/9/10,2010,22716,0.289311499,21.41076774,1.501100546,0.202808593,2.992736397,0.142278575,36.37458179,0.527293538,0.213153724,1.912264483
3201,"3475 Greystone Ave Apt Lh, Bronx, NY, 10463",for_sale,215000,1,1,0,NA,0,3475 Greystone Ave Apt Lh,Bronx,New York,10463,850,3/31/10,2010,32422,0.323607427,36.72009746,1.394947875,0.182592067,6.707852693,0.100487323,55.05261859,0.542440318,0.191012276,2.324471038
3202,"348 Billings Pt, Newport City, VT, 05855",for_sale,529000,1,3,1,0.26,0.26,348 Billings Pt,Newport City,Vermont,5855,2324,1/3/11,2011,3264,0.336397059,26.83210784,1.053308824,0.15747549,4.019607843,0.125919179,42.35539216,0.492647059,0.191789216,2.045036765
3203,"348 Main St S, Bridgewater, CT, 06752",for_sale,746000,3,3,1,5.03,5.03,348 Main St S,Bridgewater,Connecticut,6752,2640,11/12/14,2014,850,0.317647059,107.1282353,4.675294118,0.423529412,25.10470588,0.058823529,138.9388235,0.388235294,0.576470588,3.352941176
3204,"35-05 72 St Unit 1B, Jackson Heights, NY, 11372",for_sale,409000,1,1,0,NA,0,35-05 72 St Unit 1B,Jackson Heights,New York,11372,850,4/27/10,2010,33926,0.25216648,21.83458115,1.055355774,0.137652538,3.334728527,0.091699581,36.98829806,0.553764075,0.147851206,1.923893179
3205,"35-10 150 St Unit 1G, Flushing, NY, 11354",for_sale,320000,1,1,0,NA,0,35-10 150 St Unit 1G,Flushing,New York,11354,730,10/1/14,2014,29310,0.184339816,20.99873763,0.760423064,0.097577619,3.428829751,0.031047424,36.06523371,0.442511088,0.120777892,1.84510406
3206,"35-16 80 St Unit 53, Jackson Heights, NY, 11372",for_sale,299000,1,1,0,NA,0,35-16 80 St Unit 53,Jackson Heights,New York,11372,650,10/27/10,2010,33926,0.25216648,21.83458115,1.055355774,0.137652538,3.334728527,0.091699581,36.98829806,0.553764075,0.147851206,1.923893179
3207,"35-36 76 St Unit 206, Jackson Heights, NY, 11372",for_sale,465000,1,1,0,NA,0,35-36 76 St Unit 206,Jackson Heights,New York,11372,860,6/23/10,2010,33926,0.25216648,21.83458115,1.055355774,0.137652538,3.334728527,0.091699581,36.98829806,0.553764075,0.147851206,1.923893179
3208,"35-40 75th St Unit 5B, Queens, NY, 11372",for_sale,399500,1,1,0,NA,0,35-40 75th St Unit 5B,Queens,New York,11372,750,1/27/12,2012,35000,0.222657143,22.31154286,0.8818,0.126,3.489028571,0.072285714,37.8212,0.602571429,0.136571429,1.94
3209,"35-50 82 St Unit 1A, Jackson Heights, NY, 11372",for_sale,999000,0,1,0,NA,0,35-50 82 St Unit 1A,Jackson Heights,New York,11372,1300,2/23/11,2011,33724,0.254240304,22.38293204,1.022506227,0.134740837,3.46954691,0.080802992,37.79954928,0.602597557,0.144941288,1.945854584
3210,"35-91 161 St Unit 5L, Flushing, NY, 11358",for_sale,498888,1,1,0,NA,0,35-91 161 St Unit 5L,Flushing,New York,11358,853,12/31/12,2012,17890,0.267244271,34.59502515,2.237283399,0.19843488,6.006092789,0.067635551,54.12956959,0.551704863,0.257685858,2.371716042
3211,"35 Andros Ave, Staten Island, NY, 10303",for_sale,550000,4,2,1,0.1,0.1,35 Andros Ave,Staten Island,New York,10303,1582,2/17/10,2010,11223,0.418871968,22.86251448,3.128397042,0.270515905,3.107547002,0.106121367,41.79524191,0.813151564,0.279426178,2.129911788
3212,"35 Benn St, Houlton, ME, 04730",for_sale,579900,3,3,1,2.4,2.4,35 Benn St,Houlton,Maine,4730,2992,11/10/10,2010,4113,0.490153173,23.50012157,0.705810844,0.125699003,3.076586433,0.102844663,39.69025043,0.631898857,0.15681984,2.010454656
3213,"35 Clifton Pl, New York City, NY, 11238",for_sale,3095000,4,4,1,0.05,0.05,35 Clifton Pl,New York City,New York,11238,26160,9/24/14,2014,29750,0.297042017,58.88544538,1.764235294,0.149579832,12.17418487,0.055462185,78.13559664,0.371428571,0.157310924,2.767731092
3214,"35 Dent Rd, Staten Island, NY, 10308",for_sale,1299999,5,4,1,0.13,0.13,35 Dent Rd,Staten Island,New York,10308,2280,8/7/12,2012,13030,0.346354566,45.14458941,4.012739831,0.369915579,7.593399847,0.10590944,69.35564083,0.596316193,0.432079816,2.890253262
3215,"35 E 38th St Apt 8J, New York City, NY, 10016",for_sale,575000,0,1,0,NA,0,35 E 38th St Apt 8J,New York City,New York,10016,450,11/16/11,2011,31296,1.232298057,152.8480956,3.318922546,0.215618609,36.83809433,0.057930726,196.7146281,0.172482106,0.252811861,3.423440695
3216,"35 George St, Westerly, RI, 02891",for_sale,429000,3,2,1,0.23,0.23,35 George St,Westerly,Rhode Island,2891,1389,9/19/14,2014,11430,0.318022747,44.73219598,2.203849519,0.264216973,7.9,0.080489939,63.81207349,0.442694663,0.319335083,2.572178478
3217,"35 Goddard Dr, Cranbury, NJ, 08512",for_sale,550000,3,3,1,0.19,0.19,35 Goddard Dr,Cranbury,New Jersey,8512,2567,9/25/13,2013,5590,0.68783542,82.56905188,2.988372093,0.284436494,19.0706619,0.071556351,109.5626118,0.638640429,0.389982111,3.012522361
3218,"35 Gregory Ave, West Orange, NJ, 07052",for_sale,1750000,6,6,1,0.96,0.96,35 Gregory Ave,West Orange,New Jersey,7052,7900,7/29/13,2013,23100,0.428441558,68.42186147,3.54,0.348917749,15.21194805,0.077922078,95.94670996,0.648917749,0.440692641,2.983116883
3219,"35 Harper Blvd, Riverside, NJ, 08075",for_sale,459900,4,3,1,0.25,0.25,35 Harper Blvd,Riverside,New Jersey,8075,2276,5/15/14,2014,14470,0.345473393,39.78147892,2.314927436,0.326192122,6.366966137,0.08016586,59.77581202,0.588804423,0.384243262,2.601243953
3220,"35 Idylwood Ave, Waterbury, CT, 06705",for_sale,129000,5,2,1,0.24,0.24,35 Idylwood Ave,Waterbury,Connecticut,6705,2193,8/12/13,2013,12360,0.290614887,21.37880259,0.941666667,0.177184466,2.837135922,0.144012945,36.96035599,0.638349515,0.201456311,1.971682848
3221,"35 Lakewood Dr Unit 35, South Windsor, CT, 06074",for_sale,334900,3,2,0,NA,0,35 Lakewood Dr Unit 35,South Windsor,Connecticut,6074,1470,12/28/11,2011,13283,0.415644056,58.92674848,3.738236844,0.443047504,11.15621471,0.095309794,81.9518934,0.600090341,0.529925469,2.992321012
3222,"35 Lynch Farm Dr, Newark, DE, 19713",for_sale,260000,3,2,1,0.24,0.24,35 Lynch Farm Dr,Newark,Delaware,19713,1484,10/27/14,2014,15590,0.331237973,32.85689545,1.6533034,0.220012829,4.999230276,0.059653624,50.26132136,0.582424631,0.229634381,2.332264272
3223,"35 Mechanic St, Bennington, VT, 05257",for_sale,125000,2,2,1,0.17,0.17,35 Mechanic St,Bennington,Vermont,5257,1088,8/31/12,2012,1170,0.372649573,33.66923077,1.648717949,0.239316239,5.198290598,0.05982906,50.64871795,0.487179487,0.290598291,2.333333333
3224,"35 Park Ave Apt 18F, New York, NY, 10016",for_sale,760000,1,1,0,NA,0,35 Park Ave Apt 18F,New York,New York,10016,650,9/13/12,2012,31020,1.148903933,158.2631206,2.974403611,0.211154094,38.97053514,0.05448098,202.7296583,0.175048356,0.249516441,3.461637653
3225,"35 Pearl Lake Rd Apt U, Waterbury, CT, 06706",for_sale,86500,2,2,0,NA,0,35 Pearl Lake Rd Apt U,Waterbury,Connecticut,6706,988,9/26/13,2013,6310,0.274643423,19.68098257,0.919017433,0.174326466,2.615055468,0.158478605,35.37416799,0.727416799,0.207606973,1.89540412
3226,"35 Phillips Ln, Darien, CT, 06820",for_sale,1325000,5,2,0,0.77,0,35 Phillips Ln,Darien,Connecticut,6820,2016,5/8/13,2013,9310,2.941568206,413.5230934,9.704296455,0.460794844,131.2508056,0.045112782,487.0183673,0.945220193,0.578947368,3.945220193
3227,"35 Pioneer Cir, Manchester, CT, 06040",for_sale,250000,4,2,1,0.17,0.17,35 Pioneer Cir,Manchester,Connecticut,6040,1584,5/23/11,2011,17645,0.323887787,36.77806744,2.235590819,0.286313403,6.100538396,0.132218759,54.87645225,0.525928025,0.343383395,2.42453953
3228,"35 Riverdale Rd, Westerly, RI, 02891",for_sale,360000,3,2,1,0.28,0.28,35 Riverdale Rd,Westerly,Rhode Island,2891,971,4/1/14,2014,11430,0.318022747,44.73219598,2.203849519,0.264216973,7.9,0.080489939,63.81207349,0.442694663,0.319335083,2.572178478
3229,"35 Roseview Dr, Cranston, RI, 02920",for_sale,365000,3,2,1,0.17,0.17,35 Roseview Dr,Cranston,Rhode Island,2920,1256,1/11/13,2013,17740,0.331172492,35.82717024,1.770687711,0.257046223,6.113641488,0.103720406,54.08585118,0.503382187,0.306651635,2.337655017
3230,"35 S Windsor Ave, Atlantic City, NJ, 08401",for_sale,359000,7,4,1,NA,0,35 S Windsor Ave,Atlantic City,New Jersey,8401,1528,4/7/14,2014,16890,0.192066311,13.50905861,0.469034932,0.075192422,1.936471285,0.142687981,28.59431616,0.863824748,0.101243339,1.593250444
3231,"35 Seacoast Ter Apt 2K, Brooklyn, NY, 11235",for_sale,525000,2,1,0,NA,0,35 Seacoast Ter Apt 2K,Brooklyn,New York,11235,1000,12/3/13,2013,36820,0.251222162,34.08381315,1.479440521,0.164584465,6.344758284,0.071700163,52.3059207,0.529875068,0.190114068,2.235469853
3232,"35 Seacoast Ter Apt 7M, Brooklyn, NY, 11235",for_sale,649000,2,1,0,NA,0,35 Seacoast Ter Apt 7M,Brooklyn,New York,11235,1000,11/13/13,2013,36820,0.251222162,34.08381315,1.479440521,0.164584465,6.344758284,0.071700163,52.3059207,0.529875068,0.190114068,2.235469853
3233,"35 Shore Rd, Narragansett, RI, 02882",for_sale,1350000,2,2,1,0.03,0.03,35 Shore Rd,Narragansett,Rhode Island,2882,1388,12/6/13,2013,6360,0.34591195,60.18899371,2.944025157,0.327044025,12.58742138,0.078616352,81.14103774,0.356918239,0.405660377,2.767295597
3234,"35 Sunrise Ter, Monroe, CT, 06468",for_sale,240000,2,2,1,0.46,0.46,35 Sunrise Ter,Monroe,Connecticut,6468,812,2/28/13,2013,9470,0.377402323,75.41583949,4.486800422,0.453009504,15.98500528,0.085533263,104.4899683,0.655755016,0.551214361,3.165786695
3235,"35 Valley Forge Dr, East Brunswick, NJ, 08816",for_sale,750000,4,3,1,0.43,0.43,35 Valley Forge Dr,East Brunswick,New Jersey,8816,2478,5/28/14,2014,23230,0.548428756,76.7445975,3.317133018,0.383555747,16.9339647,0.056392596,103.7458028,0.675419716,0.495049505,3.136461472
3236,"35 Wall St, Waterbury, CT, 06705",for_sale,55000,4,2,1,0.11,0.11,35 Wall St,Waterbury,Connecticut,6705,1904,12/3/10,2010,12893.0001,0.343054376,21.40735267,1.257659193,0.198557363,2.781664455,0.190103163,36.51593861,0.572558756,0.221980926,1.957884155
3237,"35 Wellington Way, Barrington, NH, 03825",for_sale,495000,3,2,1,3.12,3.12,35 Wellington Way,Barrington,New Hampshire,3825,1813,7/30/12,2012,4460,0.415022422,42.9426009,3.043049327,0.33632287,6.861659193,0.062780269,61.67107623,0.538116592,0.369955157,2.66367713
3238,"35 Wilkins St, Hamden, CT, 06517",for_sale,515000,3,2,1,0.17,0.17,35 Wilkins St,Hamden,Connecticut,6517,2104,1/8/13,2013,7570,0.39339498,55.6652576,2.590488771,0.346103038,10.58943197,0.08322325,78.60250991,0.523117569,0.437252312,2.869220608
3239,"350 E 54th St Apt 5F, New York City, NY, 10022",for_sale,630000,0,1,0,NA,0,350 E 54th St Apt 5F,New York City,New York,10022,550,4/23/10,2010,20188,4.443332673,353.4643848,5.628838914,0.361501882,97.26500892,0.061323559,474.7054191,0.222112146,0.408311868,3.71819893
3240,"350 E 62nd St Apt 1E, New York City, NY, 10065",for_sale,539000,1,1,0,NA,0,350 E 62nd St Apt 1E,New York City,New York,10065,503,9/5/14,2014,15890,2.287287602,381.8811831,3.493266205,0.265575834,111.4756451,0.028319698,480.1066079,0.27942102,0.317180617,3.872246696
3241,"350 E 62nd St Apt 4G, Manhattan, NY, 10065",for_sale,575000,1,1,0,NA,0,350 E 62nd St Apt 4G,Manhattan,New York,10065,500,7/7/11,2011,15932,1.440371579,277.3292744,4.216984685,0.265377856,75.35908863,0.050590008,356.1027492,0.256527743,0.313206126,3.648443384
3242,"350 E 82nd St Apt 11A, Manhattan, NY, 10028",for_sale,2325000,3,3,0,NA,0,350 E 82nd St Apt 11A,Manhattan,New York,10028,1646,6/27/13,2013,25370,2.299290501,283.7020102,3.70748916,0.2798581,84.38123768,0.043358297,353.5832085,0.30035475,0.313756405,3.705557745
3243,"350 Grovers Ave Unit 11A, Bridgeport, CT, 06605",for_sale,565000,2,2,0,NA,0,350 Grovers Ave Unit 11A,Bridgeport,Connecticut,6605,1284,5/21/14,2014,10200,0.247647059,23.28598039,0.777941176,0.111764706,4.148039216,0.101960784,39.13872549,0.766666667,0.135294118,1.871568627
3244,"350 Grovers Ave Unit 2A, Bridgeport, CT, 06605",for_sale,399000,2,2,0,NA,0,350 Grovers Ave Unit 2A,Bridgeport,Connecticut,6605,1002,4/28/14,2014,10200,0.247647059,23.28598039,0.777941176,0.111764706,4.148039216,0.101960784,39.13872549,0.766666667,0.135294118,1.871568627
3245,"350 Northrup St, Bridgewater, CT, 06752",for_sale,2595000,3,4,1,5.08,5.08,350 Northrup St,Bridgewater,Connecticut,6752,3224,12/9/14,2014,850,0.317647059,107.1282353,4.675294118,0.423529412,25.10470588,0.058823529,138.9388235,0.388235294,0.576470588,3.352941176
3246,"350 W 42nd St Apt 4L, New York City, NY, 10036",for_sale,795000,0,1,0,NA,0,350 W 42nd St Apt 4L,New York City,New York,10036,711,3/21/11,2011,18251,2.208043395,132.5860501,2.159991233,0.120705715,32.98657608,0.086789765,169.5741603,0.217029204,0.151882089,2.937592461
3247,"350 W 42nd St Apt 6E, New York City, NY, 10036",for_sale,849000,1,1,0,NA,0,350 W 42nd St Apt 6E,New York City,New York,10036,667,8/14/13,2013,17980,2.785873192,165.2166852,1.755005562,0.117352614,45.08470523,0.07730812,205.2403782,0.221913237,0.147942158,3.131256952
3248,"350 W 50th St Apt 19I, Manhattan, NY, 10019",for_sale,890000,1,1,0,NA,0,350 W 50th St Apt 19I,Manhattan,New York,10019,603,10/12/12,2012,24510,1.951856385,229.4011832,2.260097919,0.152590779,56.32105263,0.071807426,292.3398613,0.210118319,0.186454508,3.368829049
3249,"350 W 50th St Apt 3W, New York, NY, 10019",for_sale,745000,1,1,0,NA,0,350 W 50th St Apt 3W,New York,New York,10019,514,9/14/11,2011,24677,1.664343316,187.1622564,2.416906431,0.151396037,46.71921222,0.074360741,241.3530818,0.208655833,0.181991328,3.286461077
3250,"350 W 57th St Apt 9I, New York City, NY, 10019",for_sale,1579000,1,2,0,NA,0,350 W 57th St Apt 9I,New York City,New York,10019,1200,11/23/11,2011,24677,1.664343316,187.1622564,2.416906431,0.151396037,46.71921222,0.074360741,241.3530818,0.208655833,0.181991328,3.286461077
3251,"350 W Broadway Apt 5, New York, NY, 10013",for_sale,7950000,4,4,0,NA,0,350 W Broadway Apt 5,New York,New York,10013,3539,4/2/12,2012,15340,2.156714472,306.954498,4.281421121,0.17601043,82.6601043,0.048891786,373.7214472,0.380052151,0.209908735,3.059973924
3252,"350 W Broadway Apt 8, New York, NY, 10013",for_sale,9850000,3,4,0,NA,0,350 W Broadway Apt 8,New York,New York,10013,2902,3/2/12,2012,15340,2.156714472,306.954498,4.281421121,0.17601043,82.6601043,0.048891786,373.7214472,0.380052151,0.209908735,3.059973924
3253,"350 W Elm St Ste 3114, Conshohocken, PA, 19428",for_sale,2.00E+05,1,1,1,0.02,0.02,350 W Elm St Ste 3114,Conshohocken,Pennsylvania,19428,825,11/1/13,2013,10310,0.329873909,59.05693501,2.590882638,0.290979631,11.57235694,0.066925315,77.81231814,0.346265761,0.320077595,2.87099903
3254,"350 W Elm St Ste 3213, Conshohocken, PA, 19428",for_sale,2.00E+05,1,1,1,NA,0,350 W Elm St Ste 3213,Conshohocken,Pennsylvania,19428,825,3/7/11,2011,10471,0.357463471,55.43396046,3.097889409,0.296055773,10.60338077,0.097698405,74.1640722,0.342469678,0.320981759,2.735841849
3255,"351 72nd St, Brooklyn, NY, 11209",for_sale,1488000,5,3,1,0.05,0.05,351 72nd St,Brooklyn,New York,11209,2000,3/8/11,2011,33160,0.276025332,45.3891737,2.005006031,0.179613993,8.890741858,0.083745476,65.65407117,0.517189385,0.216676719,2.558021713
3256,"3512 Oxford Ave Apt 1E, Bronx, NY, 10463",for_sale,295000,2,1,0,NA,0,3512 Oxford Ave Apt 1E,Bronx,New York,10463,850,8/7/14,2014,33490,0.300507614,43.17446999,1.149865632,0.17109585,8.14828307,0.055538967,62.61630337,0.59211705,0.179755151,2.454165423
3257,"3516 Hartel Ave, Philadelphia, PA, 19136",for_sale,249899,3,1,0,0.04,0,3516 Hartel Ave,Philadelphia,Pennsylvania,19136,1152,8/1/11,2011,15421,0.376045659,25.04364179,1.61273588,0.247195383,3.368458595,0.147266721,41.06536541,0.638933921,0.266908761,2.116140328
3258,"3517 Churchill Ln, Philadelphia, PA, 19114",for_sale,310000,3,2,0,0.04,0,3517 Churchill Ln,Philadelphia,Pennsylvania,19114,1510,12/20/12,2012,15120,0.319378307,31.70231481,1.966798942,0.276455026,4.716798942,0.119708995,49.09570106,0.514550265,0.306878307,2.360449735
3259,"352 Aldeberan Dr, Sewell, NJ, 08080",for_sale,199900,3,2,1,NA,0,352 Aldeberan Dr,Sewell,New Jersey,8080,1376,7/10/12,2012,18400,0.421195652,54.99913043,3.703695652,0.433695652,10.24809783,0.115217391,78.78130435,0.647826087,0.503804348,2.925
3260,"352 W 117th St Apt 2A, Manhattan, NY, 10026",for_sale,699000,1,1,0,NA,0,352 W 117th St Apt 2A,Manhattan,New York,10026,689,11/20/14,2014,18150,0.28077135,43.19928375,1.399504132,0.107988981,8.908539945,0.061157025,61.15322314,0.561432507,0.104132231,2.32892562
3261,"3521 G St, Philadelphia, PA, 19134",for_sale,135000,3,1,0,0.02,0,3521 G St,Philadelphia,Pennsylvania,19134,1178,7/2/13,2013,21240,0.237288136,12.83046139,0.420480226,0.081450094,1.580696798,0.108757062,26.95127119,0.943032015,0.089453861,1.585216573
3262,"353 Central Park W Unit 9, New York, NY, 10025",for_sale,6995000,4,3,0,NA,0,353 Central Park W Unit 9,New York,New York,10025,2733,2/8/10,2010,47834,0.489839863,85.94211231,3.19417151,0.211335034,21.27860936,0.091566668,114.1785341,0.367458293,0.232867835,2.856064724
3263,"353 Rye St, East Windsor, CT, 06016",for_sale,215000,2,1,1,0.91,0.91,353 Rye St,East Windsor,Connecticut,6016,960,6/6/12,2012,3270,0.35382263,44.67033639,2.675229358,0.339449541,7.557492355,0.125382263,63.84342508,0.486238532,0.391437309,2.737003058
3264,"3530 Henry Hudson Pkwy Apt 1C, Bronx, NY, 10463",for_sale,405000,2,1,0,NA,0,3530 Henry Hudson Pkwy Apt 1C,Bronx,New York,10463,1100,7/11/11,2011,32634,0.315866887,37.06107128,1.339860268,0.17815775,6.704418704,0.092235092,55.76579641,0.582797083,0.186829687,2.341545627
3265,"3541 Ropes Ave, Bronx, NY, 10475",for_sale,750000,5,2,1,0.06,0.06,3541 Ropes Ave,Bronx,New York,10475,1800,5/16/11,2011,21265,0.345873506,27.83625676,0.870632495,0.289395721,3.967881495,0.082812137,43.95984011,0.523066071,0.282012697,2.239172349
3266,"355 County Route 19, Fort Ann, NY, 12827",for_sale,174900,2,1,1,2,2,355 County Route 19,Fort Ann,New York,12827,910,6/14/13,2013,1910,0.291099476,29.05445026,1.303141361,0.214659686,4.020942408,0.120418848,46.34293194,0.502617801,0.246073298,2.272251309
3267,"3550 Tyson Rd, Reading, VT, 05153",for_sale,295000,2,1,1,2.58,2.58,3550 Tyson Rd,Reading,Vermont,5153,838,12/29/10,2010,392.0001,0.308674156,25.95917731,1.395408828,0.193878522,3.512754461,0.130103028,41.92600997,0.390306533,0.229592543,2.132654048
3268,"3555 Kings College Pl Apt 1G, Bronx, NY, 10467",for_sale,195000,2,1,0,NA,0,3555 Kings College Pl Apt 1G,Bronx,New York,10467,850,10/3/13,2013,42930,0.291521081,16.5572327,0.407966457,0.056836711,2.147822036,0.077102259,31.61623573,0.806196133,0.057302586,1.771721407
3269,"356 Allen Rd, Plattsburgh, NY, 12901",for_sale,365000,4,4,1,0.46,0.46,356 Allen Rd,Plattsburgh,New York,12901,3576,10/9/13,2013,14200,0.278802817,32.90373239,1.028591549,0.176760563,5.531197183,0.08943662,49.36119718,0.455633803,0.211971831,2.21971831
3270,"3562 Oakmont St, Philadelphia, PA, 19136",for_sale,289900,3,1,0,0.06,0,3562 Oakmont St,Philadelphia,Pennsylvania,19136,1592,8/30/12,2012,15340,0.35821382,25.79302477,1.540221643,0.240547588,3.542829205,0.131681877,42.07946545,0.643415906,0.258148631,2.140156454
3271,"357 W 29th St Apt 1B, New York City, NY, 10001",for_sale,2350000,2,2,0,NA,0,357 W 29th St Apt 1B,New York City,New York,10001,1600,7/24/14,2014,14080,1.132102273,137.9132813,1.953196023,0.165482955,37.98927557,0.042613636,167.8948864,0.230823864,0.175426136,3.157670455
