"","full_address","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","sold_date","sold_year","n1_total","total_credit_amt","taxable_income_amt","mortgageint_amt","p_mortgageint_nr","inctax_amt","p_unemploy_nr","agi_amt","num_dependents","re_taxes_nr","agi_bucket"
"7631","918 Magnolia Ln, Branchburg Township, NJ, 08876","for_sale",283000,2,2,NA,"918 Magnolia Ln","Branchburg Township","New Jersey","08876",NA,2014-02-18,"2014",11340,595.752204585538,101990.411816578,5489.04232804233,3990,18915.385361552,0.0590828924162257,145048.30952381,1108.48324514991,788.1569664903,3.01940035273369
"7632","919 Cricket Ave, Glenside, PA, 19038","for_sale",326000,3,2,0.17,"919 Cricket Ave","Glenside","Pennsylvania","19038",1240,2014-01-02,"2014",15270,1030.16699410609,134344.082514735,7676.04518664047,6150,23815.4079895219,0.0569744597249509,194060.973804846,1556.74525212836,1189.53503601834,2.98297314996726
"7633","919 Serrill Ave, Lansdowne, PA, 19050","for_sale",268000,3,2,0.05,"919 Serrill Ave","Lansdowne","Pennsylvania","19050",1444,2014-11-19,"2014",14660,1052.33697135061,60266.3587994543,3353.47066848568,3970,7493.06139154161,0.0736698499317872,116918.088676671,2263.83356070941,747.285129604366,2.26603001364256
"7634","92-27 217th St, Queens Village, NY, 11428","for_sale",799999,3,2,0.07,"92-27 217th St","Queens Village","New York","11428",1720,2010-07-14,"2010",9404,737.986070353041,32422.1605699702,4820.57305401957,2351,3675.29795831561,0.101765216928966,71411.2152275627,1499.80487026797,432.826775840068,2.14132284134411
"7635","92 Ashley St, Bridgeport, CT, 06610","for_sale",459900,6,4,0.21,"92 Ashley St","Bridgeport","Connecticut","06610",3242,2010-11-24,"2010",10564.0001,907.315970207158,37200.2256985969,3217.13363103812,2177.0001,3911.71938743166,0.201817500929407,84053.5246681794,2174.1162232666,488.923414531207,1.87798186408575
"7636","92 Black Rock Ave, New Britain, CT, 06052","for_sale",239900,3,2,0.4,"92 Black Rock Ave","New Britain","Connecticut","06052",1798,2013-06-03,"2013",3890,213.221079691517,17698.4652956298,907.084832904884,990,2438.23650385604,0.131105398457584,31386.7737789203,498.92030848329,186.041131105398,2.38303341902314
"7637","92 Chambers St Apt 2, New York, NY, 10007","for_sale",2495000,2,2,NA,"92 Chambers St Apt 2","New York","New York","10007",1840,2012-12-27,"2012",3440,6809.93604651163,556032.502906977,8356.11046511628,930,157675.23255814,0.0494186046511628,663883.261627907,495.726744186047,362.180232558139,4.32848837209302
"7638","92 Greene St Apt 2A, New York City, NY, 10012","for_sale",5500000,3,3,0.17,"92 Greene St Apt 2A","New York City","New York","10012",2305,2010-06-14,"2010",13182,1559.31580943711,249947.504855105,6143.48118646639,2059,65113.0507510241,0.0713852222727962,319387.784478835,426.659687452587,366.680776816872,3.13632225762403
"7639","92 Greene St Apt 3A, New York, NY, 10012","for_sale",3650000,2,2,NA,"92 Greene St Apt 3A","New York","New York","10012",1683,2012-06-25,"2012",12920,2083.81424148607,340157.409442724,5290.52554179567,1990,87905.7825077399,0.053405572755418,421666.531733746,435.859133126935,389.721362229102,3.33204334365325
"7640","92 Higgins Pl, Harrington Park, NJ, 07640","for_sale",849000,4,6,0.44,"92 Higgins Pl","Harrington Park","New Jersey","07640",NA,2011-07-26,"2011",2224,156.045413669065,38773.3565647482,2736.87949640288,1009,9004.6875,0.0768885341726619,53320.2616906475,320.357913669065,252.802607913669,3.48201438848921
"7641","92 Hillside Ave, Berkeley Heights Twp, NJ, 07922","for_sale",1475000,5,6,0.92,"92 Hillside Ave","Berkeley Heights Twp","New Jersey","07922",NA,2014-11-13,"2014",5830,431.977701543739,160071.392795883,6435.78387650086,2580,39989.2092624357,0.0445969125214408,201322.948542024,887.753001715266,714.408233276158,3.68096054888508
"7642","92 Ocean Gate Ave, Bayville, NJ, 08721","for_sale",799900,4,3,0.24,"92 Ocean Gate Ave","Bayville","New Jersey","08721",2000,2014-06-12,"2014",9840,587.081300813008,58506.3384146341,5126.12804878049,3680,8518.32418699187,0.0853658536585366,95815.4014227642,1090.29471544715,700.599593495935,2.6880081300813
"7643","92 Parker Hill Rd, Killingworth, CT, 06419","for_sale",1250000,5,6,4.9,"92 Parker Hill Rd","Killingworth","Connecticut","06419",6183,2013-09-27,"2013",3140,200.175159235669,36670.5700636943,2362.66560509554,1410,6957.45541401274,0.0732484076433121,50826.3312101911,310.700636942675,309.585987261146,3.21656050955414
"7644","92 Reed Dr, Wethersfield, CT, 06109","for_sale",169900,2,2,0.17,"92 Reed Dr","Wethersfield","Connecticut","06109",786,2011-06-13,"2011",14197,848.069733042192,96045.6013946608,6981.83257026132,5374,15289.1726421075,0.105233500035219,146542.059449179,1222.88053814186,1127.08029865465,2.80150736071001
"7645","92 Ridgemont Dr, Hopewell Junction, NY, 12533","for_sale",1e+06,5,5,1.5,"92 Ridgemont Dr","Hopewell Junction","New York","12533",5174,2014-02-01,"2014",12290,825.011391375102,126419.610252238,9122.92921074044,5160,22972.3295362083,0.0520748576078112,182824.244914565,1487.49389747762,1063.9869812856,3.15378356387307
"7646","92 Westminster Rd, Chatham Township, NJ, 07928","for_sale",1300000,5,4,0.46,"92 Westminster Rd","Chatham Township","New Jersey","07928",NA,2014-10-21,"2014",8940,2838.60738255034,577571.091722595,16981.6823266219,4040,168882.156599553,0.034675615212528,691357.934004474,1936.96868008949,1310.05592841163,3.92170022371365
"7647","920 Boulder Rd, Cheshire, CT, 06410","for_sale",689900,4,4,1.86,"920 Boulder Rd","Cheshire","Connecticut","06410",3198,2010-04-09,"2010",12957,1141.32893416686,135559.185459597,10691.9482904993,6039,25565.9577834375,0.0990198348383113,192375.478042757,1526.49942116231,1234.57397545728,3.14733348769005
"7648","920 E 28th St, Wilmington, DE, 19802","for_sale",189900,3,2,0.05,"920 E 28th St","Wilmington","Delaware","19802",1200,2014-10-02,"2014",11680,637.46147260274,36989.3364726027,1988.18407534247,2190,4422.90924657534,0.0684931506849315,84121.5231164384,2685.55650684932,333.732876712329,1.99143835616438
"7649","920 Jenkintown Rd, Elkins Park, PA, 19027","for_sale",3e+05,4,3,0.14,"920 Jenkintown Rd","Elkins Park","Pennsylvania","19027",2011,2012-09-13,"2012",9800,639.601020408163,67873.2989795918,3758.06428571429,3170,11865.4632653061,0.086734693877551,103606.998979592,1007.04081632653,616.612244897959,2.79183673469388
"7650","920 Princeton Ave, Philadelphia, PA, 19111","for_sale",289900,3,3,0.07,"920 Princeton Ave","Philadelphia","Pennsylvania","19111",1374,2011-11-01,"2011",29511,2126.29914269256,104501.592389279,8085.88065467114,7155,11953.5063535631,0.119650303276744,219977.815458643,5313.21649554403,1319.37962115821,2.06109586255972
"7651","9201 Shore Rd Apt A208, Brooklyn, NY, 11209","for_sale",339500,1,1,NA,"9201 Shore Rd Apt A208","Brooklyn","New York","11209",750,2013-06-05,"2013",33670,1293.94564894565,189310.325215325,7301.07781407781,5820,31874.8461538462,0.0653400653400653,301389.924858925,3586.61716661717,1007.03593703594,2.62488862488863
"7652","922 Coolidge St, Westfield, NJ, 07090","for_sale",1199999,4,3,0.18,"922 Coolidge St","Westfield","New Jersey","07090",NA,2014-02-24,"2014",13770,2924.84458968773,717757.272331155,22368.4960058097,6250,201225.201161946,0.0428467683369644,869614.541031227,2795.45388525781,1923.6165577342,3.84313725490196
"7653","922 N Marshall St, Philadelphia, PA, 19123","for_sale",725000,4,4,0.03,"922 N Marshall St","Philadelphia","Pennsylvania","19123",2804,2014-07-24,"2014",7020,301.766381766382,42097.6096866097,1521.60398860399,1370,7167.62962962963,0.0584045584045584,63040.0227920228,659.216524216524,179.62962962963,2.57122507122507
"7654","923 Central Ave, Westfield, NJ, 07090","for_sale",1199999,4,3,0.2,"923 Central Ave","Westfield","New Jersey","07090",2243,2014-10-28,"2014",13770,2924.84458968773,717757.272331155,22368.4960058097,6250,201225.201161946,0.0428467683369644,869614.541031227,2795.45388525781,1923.6165577342,3.84313725490196
"7655","923 E Gorgas Ln, Philadelphia, PA, 19150","for_sale",498000,5,5,0.12,"923 E Gorgas Ln","Philadelphia","Pennsylvania","19150",3600,2010-03-23,"2010",12350,1243.04388689879,54051.0105263158,4548.62421052632,3536,6068.12461538462,0.137327943319838,104301.805020243,1808.22744965182,816.128663967611,2.08380566801619
"7656","923 Fifth Ave Unit 3A, New York, NY, 10021","for_sale",5395000,2,3,NA,"923 Fifth Ave Unit 3A","New York","New York","10021",1750,2012-07-17,"2012",24030,12822.8248023304,2476370.88514357,25349.9396587599,8210,643274.312526009,0.0495214315439035,3116317.02913025,1438.35205992509,1920.29130253849,3.79234290470246
"7657","924 W End Ave Apt 81, New York, NY, 10025","for_sale",3100000,3,3,NA,"924 W End Ave Apt 81","New York","New York","10025",NA,2012-10-24,"2012",46680,4571.87210796915,644292.186161097,17908.4644387318,9830,155760.197086547,0.0754070265638389,861974.033419023,3340.08140531277,1575.16495287061,2.97986289631534
"7658","9265 Shore Rd Apt 6E, New York City, NY, 11209","for_sale",489000,1,1,NA,"9265 Shore Rd Apt 6E","New York City","New York","11209",700,2013-10-11,"2013",33670,1293.94564894565,189310.325215325,7301.07781407781,5820,31874.8461538462,0.0653400653400653,301389.924858925,3586.61716661717,1007.03593703594,2.62488862488863
"7659","927 N Orianna St, Philadelphia, PA, 19123","for_sale",1149000,3,4,0.07,"927 N Orianna St","Philadelphia","Pennsylvania","19123",2880,2013-11-19,"2013",6750,293.023703703704,36733.6325925926,1493.30666666667,1310,5978.01925925926,0.0755555555555556,57104.1259259259,674.133333333333,189.614814814815,2.49925925925926
"7660","928 Harding St, Westfield, NJ, 07090","for_sale",760000,3,2,0.2,"928 Harding St","Westfield","New Jersey","07090",NA,2014-08-27,"2014",13770,2924.84458968773,717757.272331155,22368.4960058097,6250,201225.201161946,0.0428467683369644,869614.541031227,2795.45388525781,1923.6165577342,3.84313725490196
"7661","928 S Maple Ave, Glen Rock, NJ, 07452","for_sale",559000,4,2,0.27,"928 S Maple Ave","Glen Rock","New Jersey","07452",1580,2010-01-22,"2010",5237,870.156578193622,122870.66984915,8618.50353255681,2666,29731.9933167844,0.0952835592896697,166279.38438037,938.132900515562,700.994653427535,3.69849150276876
"7662","9281 Shore Rd Apt 200, Brooklyn, NY, 11209","for_sale",385000,1,1,NA,"9281 Shore Rd Apt 200","Brooklyn","New York","11209",860,2010-02-22,"2010",32874,1455.68643913123,170265.688872665,8423.75938431587,6016,27578.2176796252,0.0967938188233863,278655.967633996,3357.96635639107,1042.91786822413,2.5365334306747
"7663","93-02 214th Pl, Queens Village, NY, 11428","for_sale",759000,3,2,0.08,"93-02 214th Pl","Queens Village","New York","11428",NA,2010-01-05,"2010",9404,737.986070353041,32422.1605699702,4820.57305401957,2351,3675.29795831561,0.101765216928966,71411.2152275627,1499.80487026797,432.826775840068,2.14132284134411
"7664","93 Amenia Union Rd, Sharon, CT, 06069","for_sale",5500000,9,14,23.95,"93 Amenia Union Rd","Sharon","Connecticut","06069",12759,2012-11-19,"2012",1160,59.5086206896552,13323.1379310345,626.01724137931,400,2976.38793103448,0.0689655172413793,19163.9310344828,76.3793103448276,80.3448275862069,2.87068965517241
"7665","93 Fortune Ct, Toms River, NJ, 08755","for_sale",856000,4,3,NA,"93 Fortune Ct","Toms River","New Jersey","08755",NA,2013-10-04,"2013",12560,599.429936305732,79600.6457006369,5731.97531847134,4140,13174.1058917197,0.0851910828025478,125372.992038217,1158.88535031847,817.993630573248,2.73885350318471
"7666","93 Harrop Ave, Warwick, RI, 02886","for_sale",349900,3,2,0.24,"93 Harrop Ave","Warwick","Rhode Island","02886",1512,2014-09-24,"2014",15130,790.094514210178,87853.3978849967,5047.75214805023,4820,13108.5935228024,0.077990746860542,138157.151354924,1192.20092531395,849.153998678123,2.63185723727693
"7667","93 Hartford Ave, Staten Island, NY, 10310","for_sale",780000,3,2,0.09,"93 Hartford Ave","Staten Island","New York","10310",1368,2010-06-11,"2010",10408,695.958973866257,46114.7214642583,5291.20868562644,3070,6587.52286702537,0.0978093870099923,85654.0333397387,1725.68610684089,499.76931206764,2.46166410453497
"7668","93 Main St, South Bound Brook, NJ, 08880","for_sale",339000,3,2,0.28,"93 Main St","South Bound Brook","New Jersey","08880",NA,2014-04-09,"2014",2480,164.221774193548,12448.4032258065,761.020161290323,680,1686.97580645161,0.0806451612903226,21335.939516129,288.387096774194,131.975806451613,2.49596774193548
"7669","93 N Union St, Lambertville, NJ, 08530","for_sale",599000,3,2,0.02,"93 N Union St","Lambertville","New Jersey","08530",NA,2012-11-27,"2012",3900,182.35641025641,39046.558974359,2622.73076923077,1650,7772.48205128205,0.0846153846153846,55207.3794871795,296.230769230769,319.153846153846,3.11025641025641
"7670","93 Sagamore Rd, Millburn, NJ, 07041","for_sale",949000,4,4,0.44,"93 Sagamore Rd","Millburn","New Jersey","07041",NA,2013-01-09,"2013",3370,478.139465875371,71072.1068249258,3023.31454005935,1280,17580.2818991098,0.0712166172106825,90809.5756676558,478.308605341246,309.139465875371,3.47181008902077
"7671","93 Timber Hill Dr, Monroe, NJ, 08831","for_sale",749000,3,3,0.18,"93 Timber Hill Dr","Monroe","New Jersey","08831",3130,2010-12-08,"2010",23689,1362.65439655536,189246.662712651,18746.3901810967,9789,32664.9245641437,0.123010680062476,291326.499007978,2052.62307400059,2363.38836590823,2.99565199037528
"7672","93 Valley Dr Unit 93, New Milford, CT, 06776","for_sale",159000,1,1,NA,"93 Valley Dr Unit 93","New Milford","Connecticut","06776",746,2010-03-26,"2010",12788,968.071942446043,79999.6876759462,9786.45699092899,5724,12222.930325305,0.125430090710041,128058.719659055,1310.67508601814,1024.09235220519,2.76822020644354
"7673","93 Wildwood Trl, East Greenwich, RI, 02818","for_sale",369000,3,1,0.32,"93 Wildwood Trl","East Greenwich","Rhode Island","02818",1242,2014-11-26,"2014",9720,672.253086419753,153051.602880658,6068.95884773663,3720,36583.3868312757,0.0534979423868313,197763.580246914,866.316872427984,736.769547325103,3.2119341563786
"7674","930 Fifth Ave Unit 19C, New York, NY, 10021","for_sale",11500000,2,2,NA,"930 Fifth Ave Unit 19C","New York","New York","10021",2000,2010-11-17,"2010",24893,9458.82967099184,2129313.12433214,29311.3279235126,8631,574127.574619371,0.0641545816092877,2695394.70220544,1356.98798859117,1872.19483388905,3.66532760213715
"7675","930 Fifth Ave Unit 3J, New York, NY, 10021","for_sale",999999,NA,1,NA,"930 Fifth Ave Unit 3J","New York","New York","10021",600,2012-12-03,"2012",24030,12822.8248023304,2476370.88514357,25349.9396587599,8210,643274.312526009,0.0495214315439035,3116317.02913025,1438.35205992509,1920.29130253849,3.79234290470246
"7676","931 Bushwick Ave, New York City, NY, 11221","for_sale",1500000,4,5,NA,"931 Bushwick Ave","New York City","New York","11221",NA,2014-11-24,"2014",37500,2017.44426666667,118894.133333333,3628.97466666667,2540,13561.2141333333,0.0597333333333333,279209.895466667,8063.86666666667,407.76,1.83866666666667
"7677","932 Bartram Ave, Collingdale, PA, 19023","for_sale",170000,3,1,0.05,"932 Bartram Ave","Collingdale","Pennsylvania","19023",1347,2011-02-01,"2011",9719.0001,1004.60025718078,30116.8141772115,2172.14587743445,1911.0001,2740.17015392355,0.147751835088468,76479.3032567208,2937.42563085271,445.874056529746,1.76530511610963
"7678","9323 Shore Rd Apt 6G, Brooklyn, NY, 11209","for_sale",299000,1,1,NA,"9323 Shore Rd Apt 6G","Brooklyn","New York","11209",600,2011-03-22,"2011",33160,1384.40582026538,175579.361851628,8078.99381785283,5956,28946.8055790109,0.083745476477684,285956.995446321,3595.72162243667,1025.77750301568,2.55802171290712
"7679","933 82nd St, Brooklyn, NY, 11228","for_sale",1275000,3,3,0.05,"933 82nd St","Brooklyn","New York","11228",1408,2011-02-14,"2011",18055,766.415175851565,72755.1800609249,5289.21733591803,3398,11102.7880919413,0.0862365051232346,139551.951315425,2573.2393242869,627.954860149543,2.37225145389089
"7680","9330 Tulip St, Philadelphia, PA, 19114","for_sale",625000,4,5,0.17,"9330 Tulip St","Philadelphia","Pennsylvania","19114",4500,2013-12-31,"2013",15310,861.327890267799,72341.86544742,4060.1802743305,4080,9614.42978445461,0.0960156760287394,125486.503592423,1618.87655127368,733.14826910516,2.39124755062051
"7681","934 Morris Ave, Bryn Mawr, PA, 19010","for_sale",1910000,5,6,1.63,"934 Morris Ave","Bryn Mawr","Pennsylvania","19010",9936,2014-04-03,"2014",9020,2651.16407982262,467522.050997783,9643.82150776053,3100,133350.964523282,0.0254988913525499,547905.242793792,1031.28603104213,869.035476718404,3.509977827051
"7682","935 Kings Croft Unit 935, Cherry Hill, NJ, 08034","for_sale",269900,2,3,NA,"935 Kings Croft Unit 935","Cherry Hill","New Jersey","08034",1980,2013-07-10,"2013",9470,571.732840549102,78062.0390707497,4362.22597676874,3630,13303.7212249208,0.0760295670538543,115874.659978881,999.208025343189,805.026399155227,2.96726504751848
"7683","936 Madison Ave, Lakewood, NJ, 08701","for_sale",625000,5,3,0.01,"936 Madison Ave","Lakewood","New Jersey","08701",2654,2011-01-06,"2011",28371,1347.842726728,68551.7014909591,6431.62824715378,5273,8241.90141341511,0.119699693348842,210159.315780198,14236.8172077121,1229.52437347996,2.03464805611364
"7684","936 Maple Ave, Glenside, PA, 19038","for_sale",349900,3,1,0.14,"936 Maple Ave","Glenside","Pennsylvania","19038",1420,2011-12-23,"2011",15432,1071.75874805599,108258.776049767,8875.14035769829,6422,18039.5259849663,0.0981078278900985,165918.530974598,1552.70619491965,1201.54950751685,2.82976931052359
"7685","937 E 28th St, New York City, NY, 11210","for_sale",1390000,3,2,0.06,"937 E 28th St","New York City","New York","11210",2400,2014-10-15,"2014",29550,1821.03756345178,122661.940101523,5855.81184433164,4680,19299.185786802,0.056175972927242,245550.605752961,5445.69881556684,717.231810490694,2.24399323181049
"7686","937 Jacks Mount Holly Rd, Bordentown, NJ, 08505","for_sale",364900,2,3,0.5,"937 Jacks Mount Holly Rd","Bordentown","New Jersey","08505",1107,2012-02-21,"2012",8880,586.416666666667,67926.8423423423,5638.04054054054,3670,10552.2252252252,0.114864864864865,103020.057432432,939.605855855856,737.657657657658,2.90990990990991
"7687","94-11 69th Ave Unit 306, New York, NY, 11375","for_sale",449000,2,1,NA,"94-11 69th Ave Unit 306","New York","New York","11375",1055,2014-10-21,"2014",35360,1811.91233031674,318952.550622172,11682.1136877828,10300,60134.1043552036,0.043552036199095,449066.043552036,2739.03563348416,1812.73472850679,3.05825791855204
"7688","94-40 116 St, Richmond Hill, NY, 11419","for_sale",850000,4,2,0.05,"94-40 116 St","Richmond Hill","New York","11419",NA,2010-10-07,"2010",20852,1335.78141207078,51173.4131498178,7883.82265490121,3254,5024.20578361788,0.0996547141760982,152795.68185306,5122.7144638404,706.002541722617,1.74630730865145
"7689","94 Hoskins Rd, Bloomfield, CT, 06002","for_sale",374990,3,3,1.06,"94 Hoskins Rd","Bloomfield","Connecticut","06002",2408,2010-04-06,"2010",11371,811.707325652977,62905.4584469264,5773.41333216076,4345,9343.7972913552,0.125582622460645,103871.993404274,1010.42406120834,857.216251868789,2.62703368217395
"7690","94 Lyons Ave, Newark, NJ, 07112","for_sale",5e+05,8,3,0.11,"94 Lyons Ave","Newark","New Jersey","07112",29997,2014-08-15,"2014",11500,834.802608695652,31406.58,1108.28956521739,1010,3123.1652173913,0.0739130434782609,87078.9773913044,3467.40869565217,215.339130434783,1.75739130434783
"7691","94 Manomet Ave, Plymouth, MA, 02360","for_sale",995000,3,2,0.32,"94 Manomet Ave","Plymouth","Massachusetts","02360",2358,2010-05-03,"2010",25817,1779.58422744703,155427.298330557,18993.9510787466,10924,23267.5592051749,0.132741991710888,249087.80369524,2434.16136654143,1972.7444706976,2.71584614788705
"7692","94 Mount Bethel Rd, Warren Twp, NJ, 07059","for_sale",450000,NA,NA,0.74,"94 Mount Bethel Rd","Warren Twp","New Jersey","07059",NA,2014-08-28,"2014",7830,1617.53384418902,362183.325670498,10054.3295019157,3200,102191.736909323,0.0434227330779055,435405.96807152,1167.87994891443,932.873563218391,3.64112388250319
"7693","94 Salmon Kill Rd, Salisbury, CT, 06039","for_sale",4995000,3,4,28,"94 Salmon Kill Rd","Salisbury","Connecticut","06039",3732,2011-07-18,"2011",1103,69.985494106981,9805.82411604714,561.469628286491,338,2000.00543970988,0.0707165004533092,14199.260199456,86.8912058023572,66.6518585675431,2.85766092475068
"7694","94 Stonyridge Dr Unit 94, Lincoln Park, NJ, 07035","for_sale",325000,3,2,0.17,"94 Stonyridge Dr Unit 94","Lincoln Park","New Jersey","07035",1012,2010-09-02,"2010",5422,368.890999631132,40141.3828845444,4093.78808557728,2346,6455.02305422353,0.16414607156031,61466.8788270011,484.106049428255,491.931943932128,2.92032460346736
"7695","94 Whitten Hill Rd, Kennebunkport, ME, 04046","for_sale",929000,4,3,3.04,"94 Whitten Hill Rd","Kennebunkport","Maine","04046",2544,2012-12-17,"2012",3860,196.764248704663,19459.8367875648,1581.02590673575,1250,2899.75388601036,0.0725388601036269,32494.4974093264,289.844559585492,217.40932642487,2.53886010362694
"7696","94 Willow Grove Rd, Shamong, NJ, 08088","for_sale",585000,4,4,2.38,"94 Willow Grove Rd","Shamong","New Jersey","08088",3174,2013-10-08,"2013",12070,652.067108533554,85525.1292460646,6170.76967688484,4640,13878.1665285833,0.0969345484672742,131465.147473074,1092.38608119304,907.373653686827,2.83098591549296
"7697","9404 Avenue B, Brooklyn, NY, 11236","for_sale",899000,4,2,NA,"9404 Avenue B","Brooklyn","New York","11236",2044,2013-02-12,"2013",46150,3374.98483206934,147941.312026002,13233.7191765981,8300,16429.5287107259,0.0877573131094258,344729.923726977,9109.86782231853,1459.47562296858,2.0498374864572
"7698","941 Essex Rd, Rydal, PA, 19046","for_sale",389900,3,3,0.34,"941 Essex Rd","Rydal","Pennsylvania","19046",1641,2012-01-17,"2012",9960,1092.35642570281,149328.305220884,5104.79718875502,3460,32778.5371485944,0.0763052208835341,195096.946787149,814.33734939759,679.267068273092,3.01204819277108
"7699","941 Sheldon Ave, Staten Island, NY, 10309","for_sale",1449941,4,5,0.11,"941 Sheldon Ave","Staten Island","New York","10309",3300,2011-03-04,"2011",14198,970.56648823778,104799.10240879,12872.9279475983,5768,17287.7438371602,0.109804197774334,168581.571277645,1750.81455134526,1097.46731934075,2.9373151148049
"7700","9425 Shore Rd Apt 3A, Brooklyn, NY, 11209","for_sale",474998,2,1,NA,"9425 Shore Rd Apt 3A","Brooklyn","New York","11209",1000,2012-04-19,"2012",33240,1316.64771359807,179761.410048135,7654.66486161251,5930,29640.9088447653,0.0806257521058965,290777.992178099,3644.18471720818,1028.06859205776,2.59025270758123
"7701","943 N 6th St, Philadelphia, PA, 19123","for_sale",695000,3,3,0.04,"943 N 6th St","Philadelphia","Pennsylvania","19123",2400,2014-11-12,"2014",7020,301.766381766382,42097.6096866097,1521.60398860399,1370,7167.62962962963,0.0584045584045584,63040.0227920228,659.216524216524,179.62962962963,2.57122507122507
"7702","944 Longbrook Ave, Stratford, CT, 06614","for_sale",3e+05,3,2,0.24,"944 Longbrook Ave","Stratford","Connecticut","06614",1499,2013-12-04,"2013",16940,942.703659976387,111826.06257379,8394.74085005903,6550,17018.593270366,0.106257378984652,176330.172373081,1583.63636363636,1395.93270365998,2.79043683589138
"7703","945 N 5th St, Philadelphia, PA, 19123","for_sale",715000,3,NA,0.04,"945 N 5th St","Philadelphia","Pennsylvania","19123",2468,2014-08-15,"2014",7020,301.766381766382,42097.6096866097,1521.60398860399,1370,7167.62962962963,0.0584045584045584,63040.0227920228,659.216524216524,179.62962962963,2.57122507122507
"7704","9451 Lansford St, Philadelphia, PA, 19114","for_sale",380000,4,2,0.1,"9451 Lansford St","Philadelphia","Pennsylvania","19114",1778,2011-07-20,"2011",15258,933.828155721589,70464.0013107878,4913.30475815965,4314,9222.43387075632,0.129243682002884,123085.179840084,1605.09476995674,784.294140778608,2.34250884781754
"7705","946 St Nicholas Ave, New York City, NY, 10032","for_sale",1490000,5,6,NA,"946 St Nicholas Ave","New York City","New York","10032",NA,2013-09-27,"2013",31540,1571.04565630945,79228.2809131262,905.964489537096,1130,8675.24730500951,0.0792644261255549,223512.192771084,8068.61762840837,123.677869372226,1.72733037412809
"7706","947 Moessner Ave, Union Twp, NJ, 07083","for_sale",450000,3,2,0.17,"947 Moessner Ave","Union Twp","New Jersey","07083",NA,2014-02-18,"2014",27320,1708.51281112738,172146.636530015,11840.7368228404,8860,26018.9784040996,0.0618594436310395,277256.581625183,2928.70424597365,1852.24377745242,2.75585651537335
"7707","948 Larkspur Pl S, Mount Laurel, NJ, 08054","for_sale",340000,2,2,0.11,"948 Larkspur Pl S","Mount Laurel","New Jersey","08054",1483,2011-07-21,"2011",22457,1392.8164937436,177187.99118315,14279.3216369061,9856,31380.3941755355,0.107405263392261,260945.739190453,1987.53956450105,1901.37676448323,2.95172997283698
"7708","95 Crestview Dr, Middletown, NJ, 07748","for_sale",575000,4,2,0.23,"95 Crestview Dr","Middletown","New Jersey","07748",NA,2010-11-23,"2010",13595,1126.38683339463,136038.516219198,12821.8892975359,6184,25506.3527031997,0.145936005884516,198659.187716072,1590.57557925708,1276.72629643251,3.12828245678558
"7709","95 Cypress St, Millburn, NJ, 07041","for_sale",899000,4,4,0.17,"95 Cypress St","Millburn","New Jersey","07041",NA,2011-02-23,"2011",3305,292.034190620272,63340.7921331316,3511.84568835098,1334,15551.8910741301,0.0910741301059002,83910.9921331316,474.833888048411,313.176096822995,3.42904689863843
"7710","95 Dictum Ct, Brooklyn, NY, 11229","for_sale",659000,2,2,0.04,"95 Dictum Ct","Brooklyn","New York","11229",980,2014-10-01,"2014",35490,1499.58438996901,144184.230205692,6509.34685826994,5930,21779.2772612003,0.0470555085939701,276022.742180896,5245.34798534799,958.275570583263,2.36630036630037
"7711","95 Downing St, New Haven, CT, 06513","for_sale",545000,4,3,0.18,"95 Downing St","New Haven","Connecticut","06513",2591,2011-10-25,"2011",16399,1150.94530154278,50971.8035855845,3580.27251661687,3217,5488.09287151656,0.168546868711507,122286.360753705,4461.03024574669,580.482956277822,1.89987194341118
"7712","95 Great Marsh Rd, Centerville, MA, 02632","for_sale",250000,NA,NA,1.36,"95 Great Marsh Rd","Centerville","Massachusetts","02632",NA,2010-04-21,"2010",5609,311.556248885719,27129.0873596006,3406.12355143519,2077,3935.95649848458,0.112141219468711,46555.3902656445,432.607773221608,398.89017650205,2.50615082902478
"7713","95 Lions Way, Windham, CT, 06256","for_sale",103900,3,2,NA,"95 Lions Way","Windham","Connecticut","06256",1620,2013-01-17,"2013",1140,50.3333333333333,5792.66666666667,245.798245614035,250,806.991228070175,0.140350877192982,9772.13157894737,87.280701754386,47.0175438596491,2.30701754385965
"7714","95 Merwin Ave, Milford, CT, 06460","for_sale",1997000,4,4,0.17,"95 Merwin Ave","Milford","Connecticut","06460",2691,2011-06-01,"2011",20346,1081.13255676792,131753.174678069,10924.3029588125,7667,21002.9593040401,0.11432222549887,201419.646859334,1553.08281726138,1458.83741275926,2.76491693699007
"7715","95 Monticello Ln, Mansfield, CT, 06268","for_sale",675000,5,6,2.79,"95 Monticello Ln","Mansfield","Connecticut","06268",3541,2012-08-15,"2012",3270,212.733944954128,27291.6360856269,1346.77981651376,1070,4699.35779816514,0.0703363914373089,39401.6116207951,281.406727828746,233.547400611621,2.93272171253823
"7716","95 Shelley Cir, East Windsor, NJ, 08520","for_sale",448800,3,3,NA,"95 Shelley Cir","East Windsor","New Jersey","08520",1647,2014-08-21,"2014",13920,831.197557471264,100375.17887931,5859.53735632184,4830,16672.8110632184,0.0581896551724138,154531.856321839,1669.24568965517,904.238505747126,2.8742816091954
